"id","name","description","unit","valueType","length","defaultValue","min","max","needReboot","category","writable","volatile","submodule"
21244,"ROPE_LIFE_SEGMENT1","ROPE_LIFE_SEGMENT1","-","uint32",4,"0","0","4000000000",0,"BP",1,0,"DEFAULT"
21243,"EP_NETWORK_LAST_REMIND_TIME","The last network remind show time.","second","uint32",4,"0","0","4294967295",0,"BP",1,1,"DEFAULT"
21242,"EP_NETWORK_REMIND_INT","Remind to connect network interval.","second","uint32",4,"86400","43200","2592000",0,"BP",1,1,"DEFAULT"
21241,"EP_NETWORK_REQUIRED_TIME","Network check time interval.","second","uint32",4,"2592000","259200","4294967295",0,"BP",1,1,"DEFAULT"
21240,"BMS_CELL_TEMP_MAX","BMS_CELL_TEMP_MAX","-","int16",2,"0","-32768","32767",0,"BMS",0,0,"DEFAULT"
21239,"PMU_PROT_CURRENT_RDO_LEV","PMU_PROT_CURRENT_RDO_LEV","-","uint8",1,"0","0","255",0,"PMU",0,0,"DEFAULT"
21238,"PMU_PROT_TRIGGER_POSITION","PMU_PROT_TRIGGER_POSITION","-","uint8",1,"0","0","255",0,"PMU",0,0,"DEFAULT"
21237,"PMU_PROT_STATE","PMU_PROT_STATE","-","uint8",1,"0","0","255",0,"PMU",0,0,"DEFAULT"
21236,"PMU_PROT_VBUSPD","PMU_PROT_VBUSPD","-","int32",4,"0","-2147483648","2147483647",0,"PMU",0,0,"DEFAULT"
21235,"PMU_PROT_VBUS","PMU_PROT_VBUS","-","int32",4,"0","-2147483648","2147483647",0,"PMU",0,0,"DEFAULT"
21234,"PMU_PROT_POWER","PMU_PROT_POWER","-","uint16",2,"0","0","65535",0,"PMU",0,0,"DEFAULT"
21233,"PMU_PROT_CURRENT","PMU_PROT_CURRENT","-","int32",4,"0","-2147483648","2147483647",0,"PMU",0,0,"DEFAULT"
21232,"PMU_PROT_VOLT","PMU_PROT_VOLT","-","int32",4,"0","-2147483648","2147483647",0,"PMU",0,0,"DEFAULT"
21231,"PMU_PROT_VAL","PMU_PROT_VAL","-","uint16",2,"0","0","65535",0,"PMU",0,0,"DEFAULT"
21230,"EP_SECURITY_OPS_CMD ","EP_SECURITY_OPS_CMD ","-","uint8",1,"0","0","255",0,"BP",1,0,"DEFAULT"
21229,"PMU_HUSB311_CC_STS","PMU_HUSB311_CC_STS","-","uint8",1,"0","0","255",0,"PMU",0,0,"DEFAULT"
21228,"EP_MQTT_LAST_ONLINE_TIME","EP last online UTC timestamp.","-","uint32",4,"0","0","4294967295",0,"BP",0,0,"DEFAULT"
21227,"EP_VOID_LOCK_MASK","The mask of EP void lock type. To enable or disable void lock by type.","-","uint32",4,"4294967295","0","4294967295",0,"BP",1,1,"DEFAULT"
21226,"EP_SET_SWD_DISABLE_FLG","EP_SET_SWD_DISABLE_FLG","-","uint8",1,"0","0","255",0,"BP",1,0,"DEFAULT"
21225,"MC_BLEED_RES_SELFTEST_SWITCH","MC_BLEED_RES_SELFTEST_SWITCH","-","uint8",1,"1","0","1",1,"MC",1,1,"DEFAULT"
21224,"EP_VOID_LOCK","EP void lock type.","-","uint32",4,"0","0","4294967295",0,"BP",1,1,"DEFAULT"
21223,"BMS_RSOC_ABNORMAL_FLG","BMS_RSOC_ABNORMAL_FLG","-","uint8",1,"0","0","255",0,"BMS",1,0,"DEFAULT"
21222,"EP_BIGPACK_FMW_OTAING_TYPE","EP_BIGPACK_FMW_OTAING_TYPE","-","int16",2,"0","-32768","32767",0,"BP",1,1,"DEFAULT"
21221,"EP_BIGPACK_FMW_TYPE","EP_BIGPACK_FMW_TYPE","-","int16",2,"0","-32768","32767",0,"BP",1,1,"DEFAULT"
21220,"EP_COWORKER_WIRE_RELATIVE_POS","The coworker wire relative pos.","cm","uint16",2,"0","0","65535",0,"BP",0,0,"DEFAULT"
21219,"EP_RESISTANCE_BAND_INVERSE","Inversed resistance band mode.","-","uint8",1,"0","0","1",0,"BP",1,1,"DEFAULT"
21218,"MC_MOTOR_CALIB_VERSION","MC_MOTOR_CALIB_VERSION","-","uint32",4,"0","0","1024",0,"MC",0,0,"DEFAULT"
21217,"MC_MAGL_OFFSET","MC_MAGL_OFFSET","-","int16",2,"0","-32767","32768",0,"MC",1,0,"DEFAULT"
21216,"MAX_TORQUE_WINDOW_DETLA","MAX_TORQUE_WINDOW_DETLA","-","float",4,"0","0","10000",0,"MC",1,1,"DEFAULT"
21215,"MC_RUNTIME_SPEED_F_CM_S","MC_RUNTIME_SPEED_F_CM_S","cm/s","float",4,"0","-10000","10000",0,"MC",0,0,"DEFAULT"
21214,"MC_RUNTIME_POWER_F_W","MC_RUNTIME_POWER_F_W","w","float",4,"0","-100000","100000",0,"MC",0,0,"DEFAULT"
21213,"MC_RUNTIME_ROPE_LENGTH_F_CM","MC_RUNTIME_ROPE_LENGTH_F_CM","cm","float",4,"0","-100000","100000",0,"MC",0,0,"DEFAULT"
21212,"MC_RUNTIME_FORCE_F_LBS","MC_RUNTIME_FORCE_F_LBS","lbs","float",4,"0","-1000","1000",0,"MC",0,0,"DEFAULT"
21211,"EP_CLR_BMS_UID_CHANGE_CNT_FLG","EP_CLR_BMS_UID_CHANGE_CNT_FLG","-","uint8",1,"0","0","255",0,"BP",1,0,"DEFAULT"
21210,"EP_BMS_UID_CHANGE_CNT","EP_BMS_UID_CHANGE_CNT","-","uint8",1,"0","0","255",0,"BP",0,0,"DEFAULT"
21209,"EP_BMS_LAST_UID","EP_BMS_LAST_UID","-","uint64",8,"0","0","18446744073709552000",0,"BP",0,0,"DEFAULT"
21208,"EP_OTA_FMW_DOWN_FINISH_TIME","EP_OTA_FMW_DOWN_FINISH_TIME","-","uint32",4,"0","0","4294967295",0,"BP",1,1,"DEFAULT"
21207,"MC_RELEASE_FRICTION_BETA","Friction Coefficient B for releasing situation","-","float",4,"0","-20","20",0,"MC",1,1,"DEFAULT"
21206,"MC_RELEASE_FRICTION_ALPHA","Friction Coefficient A for releasing situation","-","float",4,"1","0","2",0,"MC",1,1,"DEFAULT"
21205,"MC_PULL_FRICTION_BETA","Friction Coefficient B for Pull situation","-","float",4,"0","-20","20",0,"MC",1,1,"DEFAULT"
21204,"MC_PULL_FRICTION_ALPHA","Friction Coefficient A for Pulling situation","-","float",4,"1","0","2",0,"MC",1,1,"DEFAULT"
21203,"EP_FAST_DATA_REC","Enable fast data record.","-","uint8",1,"0","0","1",0,"BP",1,1,"DEFAULT"
21202,"EP_QUICK_ADJUST_LBS","EP_QUICK_ADJUST_LBS","-","uint8",1,"5","0","255",0,"BP",1,1,"DEFAULT"
21201,"BP_TEST_MQTT_STATE","BP_TEST_MQTT_STATE","-","uint8",1,"0","0","255",0,"BP",1,1,"DEFAULT"
21200,"BP_TEST_CABLE_HEALTH_STATE","BP_TEST_CABLE_HEALTH_STATE","-","uint8",1,"0","0","255",0,"BP",1,1,"DEFAULT"
21199,"MC_SLAVE_WHEEL_ENABLE","MC_SLAVE_WHEEL_ENABLE","-","uint8",1,"1","0","255",0,"MC",1,1,"DEFAULT"
21198,"BP_MC_INERTIA_PCT","BP_MC_INERTIA_PCT","-","uint16",2,"0","0","3000",0,"BP",1,1,"DEFAULT"
21197,"BP_MC_INERTIA_EN","BP_MC_INERTIA_EN","-","uint8",1,"0","0","255",0,"BP",1,1,"DEFAULT"
21196,"BMS_MAX_CELL_TEMP","Max cell temperature.","0.1 ℃","int16",2,"0","-100","200",0,"BP",0,0,"DEFAULT"
21195,"BMS_MAX_DSG_TEMP","Max DGS temperature.","0.1 ℃","int16",2,"0","-100","200",0,"BP",0,0,"DEFAULT"
21194,"FRICTION_COMPENSATION_EN","Friction compensation enable or not.","-","uint8",1,"0","0","1",0,"BP",1,1,"DEFAULT"
21193,"BMS_DETECT_UPG_FLG","BMS_DETECT_UPG_FLG","-","uint8",1,"0","0","255",0,"BMS",1,0,"DEFAULT"
21192,"MCU_HAL_OFFSET_LOWER","MCU_HAL_OFFSET_LOWER","-","float",4,"0","0","4294967295",0,"MC",1,0,"DEBUG"
21191,"MCU_HAL_OFFSET_UPPER","MCU_HAL_OFFSET_UPPER","-","float",4,"0","0","4294967295",0,"MC",1,0,"DEBUG"
21190,"MCU_HAL_MIN_LOWER","MCU_HAL_MIN_LOWER","-","float",4,"0","0","4294967295",0,"MC",1,0,"DEBUG"
21189,"MCU_HAL_MIN_UPPER","MCU_HAL_MIN_UPPER","-","float",4,"0","0","4294967295",0,"MC",1,0,"DEBUG"
21188,"MCU_HAL_MAX_LOWER","MCU_HAL_MAX_LOWER","-","float",4,"0","0","4294967295",0,"MC",1,0,"DEBUG"
21187,"MCU_HAL_MAX_UPPER","MCU_HAL_MAX_UPPER","-","float",4,"0","0","4294967295",0,"MC",1,0,"DEBUG"
21186,"DBG_DELTA_SPEED","DBG_DELTA_SPEED","-","float",4,"0","-10000","10000",0,"MC",0,0,"DEFAULT"
21185,"DBG_DELTA_POS","DBG_DELTA_POS","-","float",4,"0","-10000","10000",0,"MC",0,0,"DEFAULT"
21184,"MC_INERTIA_GEAR","MC_INERTIA_GEAR","-","float",4,"0","-1000","1000",0,"MC",1,1,"DEFAULT"
21183,"MAGNER_DETECTION_OVER_STATUS","MAGNER_DETECTION_OVER_STATUS","-","uint8",1,"0","0","20",1,"MC",1,1,"DEFAULT"
21182,"MAGNER_DETECTION_FLAG","MAGNER_DETECTION_FLAG","-","uint8",1,"0","0","10",1,"MC",1,1,"DEFAULT"
21181,"MC_CUR_BIAS_W","MC_CUR_BIAS_W","-","float",4,"0","-4096","4096",0,"MC",1,0,"DEFAULT"
21180,"MC_CUR_BIAS_V","MC_CUR_BIAS_V","-","float",4,"0","-4096","4096",0,"MC",1,0,"DEFAULT"
21179,"MC_CUR_BIAS_U","MC_CUR_BIAS_U","-","float",4,"0","-4096","4096",0,"MC",1,0,"DEFAULT"
21178,"MC_VQ_CALIB_VERSION","MC_VQ_CALIB_VERSION","-","uint8",1,"0","0","255",0,"MC",1,1,"DEFAULT"
21177,"MC_DBG_IBIAS_PP_W","MC_DBG_IBIAS_PP_W","-","uint16",2,"0","0","3000",1,"MC",1,1,"DEBUG"
21176,"MC_DBG_IBIAS_PP_V","MC_DBG_IBIAS_PP_V","-","uint16",2,"0","0","3000",1,"MC",1,1,"DEBUG"
21175,"MC_DBG_IBIAS_PP_U","MC_DBG_IBIAS_PP_U","-","uint16",2,"0","0","3000",1,"MC",1,1,"DEBUG"
21174,"MC_DBG_IBIAS_W","MC_DBG_IBIAS_W","-","float",4,"2048","-3000","3000",1,"MC",1,1,"DEFAULT"
21173,"MC_DBG_IBIAS_V","MC_DBG_IBIAS_V","-","float",4,"2048","-3000","3000",1,"MC",1,1,"DEFAULT"
21172,"MC_DBG_IBIAS_U","MC_DBG_IBIAS_U","-","float",4,"2048","-3000","3000",1,"MC",1,1,"DEFAULT"
21171,"DBG_CAL_BIAS_FLAG","DBG_CAL_BIAS_FLAG","-","uint8",1,"0","0","10",1,"MC",1,1,"DEFAULT"
21170,"PMU_DIFFERENT_PWR_6","PMU_DIFFERENT_PWR_6","W","uint8",1,"0","0","255",0,"PMU",0,0,"DEFAULT"
21169,"PMU_DIFFERENT_PWR_5","PMU_DIFFERENT_PWR_5","W","uint8",1,"0","0","255",0,"PMU",0,0,"DEFAULT"
21168,"PMU_DIFFERENT_PWR_4","PMU_DIFFERENT_PWR_4","W","uint8",1,"0","0","255",0,"PMU",0,0,"DEFAULT"
21167,"PMU_DIFFERENT_PWR_3","PMU_DIFFERENT_PWR_3","W","uint8",1,"0","0","255",0,"PMU",0,0,"DEFAULT"
21166,"PMU_DIFFERENT_PWR_2","PMU_DIFFERENT_PWR_2","W","uint8",1,"0","0","255",0,"PMU",0,0,"DEFAULT"
21165,"PMU_DIFFERENT_PWR_1","PMU_DIFFERENT_PWR_1","W","uint8",1,"0","0","255",0,"PMU",0,0,"DEFAULT"
21164,"PMU_CHG_PWR_DEC_FACTOR","0-100","-","uint8",1,"0","0","255",0,"PMU",1,0,"DEFAULT"
21163,"EP_FACTORY_MODE_STATUS","EP_FACTORY_MODE_STATUS","-","uint8",1,"0","0","255",0,"BP",1,1,"DEFAULT"
21162,"BMS_RSOC_RELAX_VBAT_DELATA_MV","BMS_RSOC_RELAX_VBAT_DELATA_MV","-","uint16",2,"0","0","65535",0,"BMS",1,0,"DEFAULT"
21161,"MC_USE_FIX_TORQUE_OFFSET_FLAG","MC_USE_FIX_TORQUE_OFFSET_FLAG","-","uint8",1,"0","0","1",1,"MC",1,1,"DEFAULT"
21160,"MC_FIX_TORQUE_OFFSET_COMP","MC_FIX_TORQUE_OFFSET_COMP","-","int16",2,"0","-1820","1820",1,"MC",1,1,"DEFAULT"
21159,"MC_TORQUE_OFFSET_COMP","MC_TORQUE_OFFSET_COMP","-","int16",2,"0","-1820","1820",0,"MC",0,0,"DEFAULT"
21158,"PMU_MANUAL_SWITCH_POWER","PMU_MANUAL_SWITCH_POWER","-","uint8",1,"0","0","255",0,"PMU",1,0,"DEFAULT"
21157,"SENSOR_SENSITIVITY","SENSOR_SENSITIVITY","mv/v","float",4,"2","0","10",0,"BASE",1,1,"DEFAULT"
21156,"SENSOR_RANGE","SENSOR_RANGE","kg","int16",2,"200","0","65535",0,"BASE",1,1,"DEFAULT"
21155,"PMU_LOG_ITEM","PMU log item. 4 uint16_t field, id, arg1, arg2, arg3.","-","uint64",8,"0","0","18446744073709552000",0,"PMU",0,0,"DEFAULT"
21154,"MC_DEBUF_SPEED_FEEDBACK","MC_DEBUF_SPEED_FEEDBACK","-","float",4,"0","-1000","1000",0,"MC",0,0,"DEFAULT"
21153,"CURRENT_RDO_LEVEL","CURRENT_RDO_LEVEL","-","uint8",1,"0","0","255",0,"PMU",0,0,"DEFAULT"
21152,"HAL_PWRMGR_PMU_BLACKBOX_FLG","HAL_PWRMGR_PMU_BLACKBOX_FLG","-","uint8",1,"0","0","255",0,"PMU",1,0,"DEFAULT"
21151,"SPR_EVENT_PAYLOADCNT","SPR_EVENT_PAYLOADCNT","-","uint8",1,"0","0","255",0,"PMU",0,0,"DEFAULT"
21150,"FCT_MAG_DATA_INDEX","FCT_MAG_DATA_INDEX","-","uint32",4,"0","0","4294967295",0,"MC",0,0,"DEFAULT"
21149,"FCT_MAG_DATA","FCT_MAG_DATA","-","float",4,"0","-2147483647","2147483647",0,"MC",0,0,"DEFAULT"
21148,"BMS_RemFullCCTime_Flag","BMS_RemFullCCTime_Flag","-","uint8",1,"0","0","255",0,"BMS",0,0,"DEFAULT"
21147,"BMS_NewQmaxPack_mAh","BMS_NewQmaxPack_mAh","-","int16",2,"0","-32768","32767",0,"BMS",0,0,"DEFAULT"
21146,"EP_DEBUG_SLEEP_REQUEST","Sleep duration, set from PC for debug usage.","ms","uint32",4,"0","0","4294967295",0,"BP",1,1,"DEFAULT"
21145,"EP_HW_MODULE_VERSION","EP_HW_MODULE_VERSION","-","uint32",4,"0","0","4294967295",0,"BP",1,0,"DEFAULT"
21144,"BMS_RemFullChgCCTime","Check_BMS_RemFullChgCCTime","-","uint16",2,"0","0","65536",0,"BMS",0,0,"DEFAULT"
21143,"BMS_UpQmax_Chg_thrd_mAh","BMS_UpQmax_Chg_thrd_mAh","-","int16",2,"0","-32768","32767",0,"BMS",0,0,"DEFAULT"
21142,"BMS_UpQmax_PassedChg_mAh","BMS_UpQmax_PassedChg_mAh","-","int16",2,"0","-32768","32768",0,"BMS",0,0,"DEFAULT"
21141,"BMS_UpQmax_Tempbat_0p1C","BMS_UpQmax_Tempbat_0p1C","-","int16",2,"0","-32768","32768",0,"BMS",0,0,"DEFAULT"
21140,"BMS_UpQmax_DeltaVbat_uVpCnt","BMS_UpQmax_DeltaVbat_uVpCnt","-","int16",2,"0","-32768","32768",0,"BMS",0,0,"DEFAULT"
21139,"BMS_UpQmax_QmaxAfterRelaxTime","BMS_UpQmax_QmaxAfterRelaxTime","-","int16",2,"0","-32768","32767",0,"BMS",0,0,"DEFAULT"
21138,"BMS_UpQmax_Soc0AfterRelaxTime","BMS_UpQmax_Soc0AfterRelaxTime","-","int16",2,"0","-32768","32767",0,"BMS",0,0,"DEFAULT"
21137,"BMS_UpQmax_AfterRelaxTime","BMS_UpQmax_AfterRelaxTime","-","int16",2,"0","-32768","32767",0,"BMS",0,0,"DEFAULT"
21136,"APP_BMS_MODE_FEED_DOG_TIMEOUT_CNT","APP_BMS_MODE_FEED_DOG_TIMEOUT_CNT","MaxCnt:4","uint8",1,"0","0","255",0,"BMS",1,0,"DEFAULT"
21135,"APP_BMS_MODE_MACHINE_ACTIVE_FLG","APP_BMS_MODE_MACHINE_ACTIVE_FLG","0-N,1-Y","uint8",1,"0","0","255",0,"BMS",1,0,"DEFAULT"
21134,"MC_DEBUG_MODE_SET_MODE","MC_DEBUG_MODE_SET_MODE","-","uint8",1,"0","0","20",0,"MC",1,1,"DEBUG"
21133,"MC_TORQUE_MODE_SET_TORQUE_SLOPE_FACTOR","MC_TORQUE_MODE_SET_TORQUE_SLOPE_FACTOR","NM per second","float",4,"0","0","1000000",0,"MC",1,1,"DEFAULT"
21132,"MC_TORQUE_MODE_SET_TORQUE_NM","MC_TORQUE_MODE_SET_TORQUE_NM","NM","float",4,"0","-25","25",0,"MC",1,1,"DEBUG"
21131,"MC_SPEED_MODE_SET_SPEED_SLOPE_FACTOR","MC_SPEED_MODE_SET_SPEED_SLOPE_FACTOR","RPM per second","float",4,"0","0","1000000",0,"MC",1,1,"DEFAULT"
21130,"MC_SPEED_MODE_SET_SPEED_RPM","MC_SPEED_MODE_SET_SPEED_RPM","RPM","float",4,"0","-1000","1000",0,"MC",1,1,"DEBUG"
21129,"MC_FCT_COG_MAP_OK","MC_FCT_COG_MAP_OK","-","uint8",1,"1","0","255",0,"MC",0,0,"DEFAULT"
21128,"MC_FCT_TOR_PEACK","MC_FCT_TOR_PEACK","-","int16",2,"0","0","65535",0,"MC",1,0,"DEFAULT"
21127,"MC_FCT_SERVO_SWITCH","MC_FCT_SERVO_SWITCH","-","uint8",1,"0","0","255",0,"MC",1,0,"DEFAULT"
21126,"BMS_UpQmax_DOD","BMS_UpQmax_DOD_Check","V","int16",2,"0","0","65536",0,"BMS",1,0,"DEFAULT"
21125,"BMS_UpQmax_BQ","BMS_UpQmax_BQ_Check","Ah","float",4,"0","0","65536",0,"BMS",0,0,"DEFAULT"
21124,"MC_COG_BUILD_EN","MC_COG_BUILD_EN","-","uint8",1,"0","0","255",0,"MC",1,0,"DEFAULT"
21123,"BMS_UpQmax_OCV","OcvToDodCheck","V","int16",2,"0","0","65536",0,"BMS",1,0,"DEFAULT"
21122,"MC_COG_VQ_ENABLE","MC_COG_VQ_ENABLE","-","uint8",1,"0","0","255",1,"MC",1,0,"DEFAULT"
21121,"MC_FCT_CTRL_3V3","MC_FCT_CTRL_3V3","-","uint8",1,"0","0","255",0,"MC",1,0,"DEFAULT"
21120,"BASE_EXT_SENSOR_SWITCH","BASE_EXT_SENSOR_SWITCH","-","uint8",1,"0","0","128",0,"BASE",0,0,"DEFAULT"
21119,"EP_SET_CABLE_HEALTH_TOTAL_JOULE","Use this parameter to set the cable health total joule. Write only.","J","uint32",4,"0","0","4294967295",1,"BP",1,0,"DEFAULT"
21118,"EP_OTA_RECORD_PACKAGE_TARGET_VER","EP_OTA_RECORD_PACKAGE_TARGET_VER","-","uint32",4,"0","0","4294967295",0,"BP",0,0,"DEFAULT"
21117,"EP_OTA_RECORD_PACKAGE_ORIGINAL_VER","EP_OTA_RECORD_PACKAGE_ORIGINAL_VER","-","uint32",4,"0","0","4294967295",0,"BP",1,1,"DEFAULT"
21116,"EP_OTA_START_TIME","EP_OTA_START_TIME","-","uint32",4,"0","0","4294967295",0,"BP",1,1,"DEFAULT"
21115,"DBG_HALL_INT8_1","DBG_HALL_INT8_1","-","int8",1,"0","-127","128",0,"MC",0,0,"DEFAULT"
21114,"DBG_HALL4","DBG_HALL4","-","float",4,"0","-10000","10000",0,"MC",0,0,"DEFAULT"
21113,"DBG_HALL3","DBG_HALL3","-","float",4,"0","-10000","10000",0,"MC",0,0,"DEFAULT"
21112,"DBG_HALL2","DBG_HALL2","-","float",4,"0","-10000","10000",0,"MC",0,0,"DEFAULT"
21111,"DBG_HALL1","DBG_HALL1","-","float",4,"0","-100000","100000",0,"MC",0,0,"DEFAULT"
21110,"SLAVE_WHEEL_FIRST_LENGTH","SLAVE_WHEEL_FIRST_LENGTH","cm","float",4,"0","-10000","10000",0,"MC",0,0,"DEFAULT"
21109,"SLAVE_WHEEL_MA732_ERR_CM","SLAVE_WHEEL_MA732_ERR_CM","cm","float",4,"0","-10000","10000",0,"MC",0,0,"DEFAULT"
21108,"SLAVE_WHEEL_LENGTH_CM","SLAVE_WHEEL_LENGTH_CM","mm","float",4,"0","-10000","10000",0,"MC",0,0,"DEFAULT"
21107,"EP_RISISTANCE_METRICS_INFO","EP_RISISTANCE_METRICS_INFO","-","uint8",1,"0","0","255",0,"BP",1,1,"DEFAULT"
21106,"MC_COG_VQ_STATUS","MC_COG_VQ_STATUS","-","uint8",1,"0","0","255",0,"MC",1,0,"DEFAULT"
21105,"MC_SLAVE_WHEEL_LENGTH","MC_SLAVE_WHEEL_LENGTH","-","float",4,"0","-100000","100000",0,"MC",0,0,"DEFAULT"
21104,"MC_ABS_MAGL","MC_ABS_MAGL","RADS","float",4,"0","-3.15","3.15",0,"MC",0,0,"DEFAULT"
21103,"MC_IQ_OUT_CMD","MC_IQ_OUT_CMD","-","float",4,"0","-1","1",0,"MC",1,1,"DEFAULT"
21102,"MC_MULTI_MAGL","MC_MULTI_MAGL","RADS","float",4,"0","-1000","1000",0,"MC",0,0,"DEFAULT"
21101,"MC_VQ_CMD_OUT","MC_VQ_CMD_OUT","-","float",4,"0","-1","1",0,"MC",1,1,"DEFAULT"
21100,"MC_MA732_QEP_COUNT","MC_MA732_QEP_COUNT","-","uint16",2,"0","0","65535",0,"MC",0,0,"DEFAULT"
21099,"CentrifugalAverPower","MC Centrifugal average Power","-","float",4,"0","-32768","32767",1,"MC",0,1,"DEFAULT"
21098,"CentripetalAverPower","MC average Centripetal Power","-","float",4,"0","-32768","32767",1,"MC",0,1,"DEFAULT"
21097,"MC_ROPE_POSITION_MM","MC_ROPE_POSITION_MM","mm","float",4,"0","-4000","4000",0,"MC",1,0,"DEFAULT"
21096,"CentrifugalAverSpeed_mm_s","MC ","-","float",4,"0","-32768","32767",1,"MC",0,1,"DEFAULT"
21095,"CentripetalAverSpeed_mm_s","MC CentripetalAverSpeed","-","float",4,"0","-32768","32767",1,"MC",0,1,"DEFAULT"
21094,"MC_DIV_FRICTION_FLAG","MC_DIV_FRICTION_FLAG","-","uint8",1,"1","0","1",0,"MC",1,1,"DEFAULT"
21093,"EP_WLAN_ENABLED","EP_WLAN_ENABLED","-","uint8",1,"0","0","255",0,"BP",1,1,"DEFAULT"
21092,"MC_FRICTION_ENABLE","MC_FRICTION_ENABLE","-","uint8",1,"0","0","255",0,"MC",1,1,"DEFAULT"
21091,"MC_FRICTION_FACTOR","MC_FRICTION_FACTOR","-","float",4,"0.11","0.1","0.15",0,"MC",1,1,"DEFAULT"
21090,"MC_FCT_MOTOR_HALL_B_MIN","MC_FCT_MOTOR_HALL_B_MIN","-","uint16",2,"0","0","65535",0,"MC",0,0,"DEFAULT"
21089,"MC_FCT_MOTOR_HALL_A_MIN","MC_FCT_MOTOR_HALL_A_MIN","-","uint16",2,"0","0","65535",0,"MC",0,0,"DEFAULT"
21088,"MC_FCT_MOTOR_HALL_B_MAX","MC_FCT_MOTOR_HALL_B_MAX","-","uint16",2,"0","0","65535",0,"MC",0,0,"DEFAULT"
21087,"MC_FCT_MOTOR_HALL_A_MAX","MC_FCT_MOTOR_HALL_A_MAX","-","uint16",2,"0","0","65535",0,"MC",0,0,"DEFAULT"
21086,"TEST_IMU_STATIC_FLG","TEST_IMU_STATIC_FLG","-","uint8",1,"0","0","255",0,"IMU",0,0,"DEFAULT"
21085,"APP_SAFETYLOCK_HALL_ROTATION_CHANGE_WAIT_COUNT","APP_SAFETYLOCK_HALL_ROTATION_CHANGE_WAIT_COUNT","-","uint32",4,"0","0","4294967295",0,"IMU",1,0,"DEFAULT"
21084,"BMS_CLEAR_FLASH_FLAG","BMS_CLEAR_FLASH_FLAG","1-CLR,0-N","uint8",1,"0","0","255",0,"BMS",1,0,"DEFAULT"
21083,"UI_ROTATION_CHANGE_FLG","UI_ROTATION_CHANGE_FLG","-","uint8",1,"0","0","255",0,"IMU",0,0,"DEFAULT"
21082,"TEST_LOCK_CNT","TEST_LOCK_CNT","-","uint32",4,"0","0","4294967295",0,"IMU",0,0,"DEFAULT"
21081,"TEST_LOCK_FLAG2","TEST_LOCK_FLAG2","-","uint8",1,"0","0","255",0,"IMU",0,0,"DEFAULT"
21080,"TEST_LOCK_FLAG1","TEST_LOCK_FLAG1","-","uint8",1,"0","0","255",0,"IMU",0,0,"DEFAULT"
21079,"IMU_TOTAL_SOUND_IIR","IMU_TOTAL_SOUND_IIR","-","float",4,"0","0","100000",0,"IMU",0,0,"DEFAULT"
21078,"IMU_TOTAL_SOUND","IMU_TOTAL_SOUND","-","float",4,"0","0","100000",0,"IMU",0,0,"DEFAULT"
21077,"IMU_END_THRESHOULD","IMU_END_THRESHOULD","-","uint16",2,"0","0","500",0,"IMU",1,1,"DEFAULT"
21076,"IMU_RAW_FILTER_Z","IMU_RAW_FILTER_Z","-","float",4,"0","-200","200",0,"IMU",0,0,"DEFAULT"
21075,"IMU_RAW_FILTER_Y","IMU_RAW_FILTER_Y","-","float",4,"0","-200","200",0,"IMU",0,0,"DEFAULT"
21074,"IMU_RAW_FILTER_X ","IMU_RAW_FILTER_X ","-","float",4,"0","-200","200",0,"IMU",0,0,"DEFAULT"
21073,"IMU_SOUND_THREADSHOLD","IMU_SOUND_THREADSHOLD","-","uint16",2,"1","0","1",0,"IMU",1,1,"DEFAULT"
21072,"MC_HW_OPEN_BLEED_TEMP_MAX","MC_HW_OPEN_BLEED_TEMP_MAX","-","int16",2,"0","-32768","32768",0,"MC",1,0,"DEBUG"
21071,"MC_HW_BLEED_RESISTANCE","MC_HW_BLEED_RESISTANCE","-","float",4,"0","0","65535",0,"MC",0,0,"DEBUG"
21070,"IMU_MIC_DECIBELS","IMU_MIC_DECIBELS","-","uint16",2,"0","0","2000",0,"IMU",0,0,"DEFAULT"
21069,"IMU_MAX_I_TIME","IMU_MAX_I_TIME","-","uint16",2,"0","0","600",0,"IMU",1,1,"DEFAULT"
21068,"IMU_MIN_SOUND_WAIT_TIME","IMU_MIN_SOUND_WAIT_TIME","-","uint16",2,"0","0","800",0,"IMU",1,1,"DEFAULT"
21067,"IMU_MAX_SOUND_WAIT_TIME","IMU_MAX_SOUND_WAIT_TIME","-","uint16",2,"0","0","1000",0,"IMU",1,1,"DEFAULT"
21066,"IMU_SECOND_I_THRESOULD","IMU_SECOND_I_THRESOULD","-","uint16",2,"0","0","800",0,"IMU",1,1,"DEFAULT"
21065,"IMU_FIRST_I_THRESOULD","IMU_FIRST_I_THRESOULD","-","uint16",2,"0","0","800",0,"IMU",1,1,"DEFAULT"
21064,"IMU_SECOND_START_I_THRESOULD","IMU_SECOND_START_I_THRESOULD","-","uint16",2,"0","0","800",0,"IMU",1,1,"DEFAULT"
21063,"IMU_FIRST_START_I_THRESOULD","IMU_FIRST_START_I_THRESOULD","-","uint16",2,"0","0","800",0,"IMU",1,1,"DEFAULT"
21062,"IMU_SHAKE_DETECT","IMU_SHAKE_DETECT","-","uint8",1,"0","0","255",0,"IMU",0,0,"DEFAULT"
21061,"IMU_SHAKE_STATUS","IMU_SHAKE_STATUS","-","uint8",1,"0","0","255",0,"IMU",0,0,"DEFAULT"
